Quotes,Punc_Freq,Punc_Type,Exclamation,Stopwords,Camelcase,Negation,Propn,Usermention,Hashtags,Misspel,OutofVocab,Noun,Past_Tense,Verbs,Interrogation,word_count,mean_word_length,ttr,mtld,sentiment_score,constructive,fear,anger,trust,surprise,positive,negative,sadness,disgust,joy,anticipation
0,5,6,0,12,0,0,3,0,0,2,10,6,0,3,0,67,3,0,4,1,1.0,0.0909090909090909,0.0,0.0,0.0,0.1818181818181818,0.3636363636363636,0.1818181818181818,0.0909090909090909,0.0,0.0909090909090909
0,2,2,1,7,0,0,0,0,0,2,4,1,2,2,0,11,3,1,0,0,1.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25
0,2,2,0,10,0,0,0,0,0,2,5,5,0,4,0,20,2,0,10,0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0
0,1,1,0,6,0,0,0,0,0,1,7,4,0,2,0,11,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,2,0,12,0,0,3,0,0,1,7,4,1,3,0,21,3,0,20,0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
0,2,2,0,4,0,0,1,0,0,1,4,1,0,1,0,7,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,3,0,9,0,0,0,0,0,2,6,2,0,2,0,16,2,0,16,0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.0
0,6,2,0,12,0,0,2,0,0,1,7,6,1,2,0,21,3,0,6,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
0,2,2,0,10,0,0,0,0,0,2,5,5,0,4,0,20,2,0,10,0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0
0,1,1,0,6,0,0,0,0,0,1,7,4,0,2,0,11,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,2,0,12,0,0,3,0,0,1,7,4,1,3,0,21,3,0,20,0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
0,2,2,0,4,0,0,1,0,0,1,4,1,0,1,0,7,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,3,0,9,0,0,0,0,0,2,6,2,0,2,0,16,2,0,16,0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.0
0,6,2,0,12,0,0,2,0,0,1,7,6,1,2,0,21,3,0,6,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
0,1,3,0,5,0,0,0,0,0,2,4,2,0,2,0,20,4,0,19,0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.0,0.0
1,4,4,0,15,0,1,0,0,0,1,12,5,0,3,1,25,3,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,0,0,4,0,0,0,0,0,0,2,2,2,2,0,7,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,7,0,0,0,0,0,0,3,1,1,3,0,12,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,3,0,9,0,0,4,0,0,2,6,5,1,3,0,35,3,0,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,0,6,0,0,0,0,0,1,2,2,1,4,0,10,4,1,0,0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666
0,1,1,0,3,0,1,0,0,0,0,2,2,1,1,0,7,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,2,0,7,0,0,1,0,0,1,5,3,0,1,0,41,3,0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,4,0,0,4,0,0,2,5,5,1,1,0,9,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,3,0,9,0,0,4,0,0,2,6,5,1,3,0,35,3,0,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,0,6,0,0,0,0,0,1,2,2,1,4,0,10,4,1,0,0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666
0,1,1,0,3,0,1,0,0,0,0,2,2,1,1,0,7,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,2,0,7,0,0,1,0,0,1,5,3,0,1,0,41,3,0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,4,0,0,4,0,0,2,5,5,1,1,0,9,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,0,10,0,0,0,0,0,0,5,2,0,4,1,17,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,4,0,0,0,0,0,0,3,3,0,1,0,20,4,0,10,0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428
1,4,3,0,7,0,0,1,0,0,1,7,2,0,1,0,9,2,1,0,0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
0,1,3,0,2,0,0,0,0,0,1,2,1,0,0,0,7,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,5,0,4,0,0,0,0,0,1,4,1,0,1,0,21,3,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,4,0,5,0,0,0,0,0,0,4,3,0,1,0,29,4,0,9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,7,3,1,0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
1,2,2,0,10,0,0,0,0,0,0,5,2,0,4,1,17,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,4,0,0,0,0,0,0,3,3,0,1,0,20,4,0,10,0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428
1,4,3,0,7,0,0,1,0,0,1,7,2,0,1,0,9,2,1,0,0,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0
0,1,3,0,2,0,0,0,0,0,1,2,1,0,0,0,7,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,5,0,4,0,0,0,0,0,1,4,1,0,1,0,21,3,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,4,0,5,0,0,0,0,0,0,4,3,0,1,0,29,4,0,9,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,7,3,1,0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
1,1,1,0,5,0,1,1,0,0,0,2,4,1,2,0,11,4,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,11,0,1,1,0,0,1,7,6,1,4,0,21,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3,0,6,0,0,1,0,0,0,4,2,0,1,0,33,4,0,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,1,0,9,0,0,2,0,0,0,3,5,0,3,0,14,3,0,14,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1,2,0,4,0,0,1,0,0,0,3,3,0,2,0,17,3,0,16,0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111
0,1,1,1,3,0,0,1,0,0,1,4,2,0,2,0,8,4,1,0,0,0.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125
0,2,4,0,7,0,0,0,0,0,1,3,1,0,1,0,49,3,0,4,0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0
1,4,3,0,7,0,0,0,0,0,0,4,2,0,2,0,32,3,0,8,1,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0
0,1,1,1,2,0,0,2,0,0,1,3,3,0,1,0,7,4,1,0,0,0.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125
0,3,4,0,13,0,0,1,0,0,1,7,5,0,3,0,41,4,0,6,1,0.0,0.25,0.25,0.0,0.0,0.125,0.25,0.0,0.125,0.0,0.0
1,1,1,0,5,0,1,1,0,0,0,2,4,1,2,0,11,4,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,11,0,1,1,0,0,1,7,6,1,4,0,21,4,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3,0,6,0,0,1,0,0,0,4,2,0,1,0,33,4,0,47,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5,1,0,9,0,0,2,0,0,0,3,5,0,3,0,14,3,0,14,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1,2,0,4,0,0,1,0,0,0,3,3,0,2,0,17,3,0,16,0,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111
0,1,1,1,3,0,0,1,0,0,1,4,2,0,2,0,8,4,1,0,0,1.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125
0,2,4,0,7,0,0,0,0,0,1,3,1,0,1,0,49,3,0,4,0,1.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0
1,4,3,0,7,0,0,0,0,0,0,4,2,0,2,0,32,3,0,8,1,1.0,0.1428571428571428,0.0,0.1428571428571428,0.0,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0
0,1,1,1,2,0,0,2,0,0,1,3,3,0,1,0,7,4,1,0,0,1.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125
0,3,4,0,13,0,0,1,0,0,1,7,5,0,3,0,41,4,0,6,1,1.0,0.25,0.25,0.0,0.0,0.125,0.25,0.0,0.125,0.0,0.0
0,0,0,0,16,0,3,0,0,0,2,9,5,0,3,1,25,3,0,12,0,1.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0
0,2,4,0,8,0,0,0,0,0,1,6,1,0,3,0,60,3,0,6,1,1.0,0.0434782608695652,0.0,0.1304347826086956,0.0869565217391304,0.1739130434782608,0.1739130434782608,0.0869565217391304,0.0434782608695652,0.1304347826086956,0.1304347826086956
0,1,2,0,5,0,0,0,0,0,1,5,2,0,1,0,20,3,0,19,1,1.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0
0,3,4,0,14,0,0,1,0,0,1,9,3,2,4,0,86,3,0,3,0,1.0,0.125,0.125,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0
0,1,1,0,8,0,0,0,0,0,1,6,2,1,2,0,14,3,1,0,0,1.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0
0,7,5,0,12,0,0,0,0,1,3,10,3,1,2,1,17,3,0,8,1,1.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
0,2,5,0,15,0,0,0,0,0,1,11,4,1,4,0,152,3,0,98,-2,1.0,0.0909090909090909,0.1136363636363636,0.1363636363636363,0.0454545454545454,0.1363636363636363,0.1818181818181818,0.1363636363636363,0.0909090909090909,0.0454545454545454,0.0227272727272727
0,0,0,0,16,0,3,0,0,0,2,9,5,0,3,1,25,3,0,12,0,1.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0
0,2,4,0,8,0,0,0,0,0,1,6,1,0,3,0,60,3,0,6,1,1.0,0.0434782608695652,0.0,0.1304347826086956,0.0869565217391304,0.1739130434782608,0.1739130434782608,0.0869565217391304,0.0434782608695652,0.1304347826086956,0.1304347826086956
0,1,2,0,5,0,0,0,0,0,1,5,2,0,1,0,20,3,0,19,1,1.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0
0,3,4,0,14,0,0,1,0,0,1,9,3,2,4,0,86,3,0,3,0,1.0,0.125,0.125,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0
0,1,1,0,8,0,0,0,0,0,1,6,2,1,2,0,14,3,1,0,0,1.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0
0,7,5,0,12,0,0,0,0,1,3,10,3,1,2,1,17,3,0,8,1,1.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
0,2,5,0,15,0,0,0,0,0,1,11,4,1,4,0,152,3,0,98,-2,1.0,0.0909090909090909,0.1136363636363636,0.1363636363636363,0.0454545454545454,0.1363636363636363,0.1818181818181818,0.1363636363636363,0.0909090909090909,0.0454545454545454,0.0227272727272727
0,3,6,0,9,0,0,0,0,0,2,6,3,1,3,0,105,3,0,5,-3,1.0,0.0975609756097561,0.073170731707317,0.1707317073170731,0.024390243902439,0.1951219512195122,0.1707317073170731,0.0975609756097561,0.024390243902439,0.073170731707317,0.073170731707317
0,3,5,0,11,0,0,0,0,0,1,7,3,1,3,0,173,3,0,115,0,1.0,0.1666666666666666,0.0925925925925925,0.1481481481481481,0.0185185185185185,0.0555555555555555,0.2592592592592592,0.1111111111111111,0.0185185185185185,0.0555555555555555,0.074074074074074
0,3,3,0,10,0,0,1,0,0,1,8,4,0,3,0,52,4,0,4,0,1.0,0.1111111111111111,0.0555555555555555,0.1666666666666666,0.0,0.2777777777777778,0.0555555555555555,0.0555555555555555,0.0,0.1111111111111111,0.1666666666666666
0,1,2,0,3,0,0,0,0,0,0,2,0,0,1,0,11,4,0,10,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,10,3,1,14,0,0,2,1,0,2,10,6,3,3,0,23,4,0,7,1,1.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666
0,5,5,0,13,0,0,0,0,0,3,8,6,1,5,0,49,4,0,6,0,1.0,0.1666666666666666,0.0,0.5,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666
0,3,5,0,11,0,0,0,0,0,0,6,3,1,4,0,201,3,0,84,0,1.0,0.09375,0.0625,0.125,0.125,0.15625,0.1875,0.03125,0.03125,0.09375,0.09375
0,1,1,0,3,0,0,0,0,0,0,1,2,0,1,0,14,4,0,14,0,1.0,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.0,0.0
0,3,6,0,9,0,0,0,0,0,2,6,3,1,3,0,105,3,0,5,-3,1.0,0.0975609756097561,0.073170731707317,0.1707317073170731,0.024390243902439,0.1951219512195122,0.1707317073170731,0.0975609756097561,0.024390243902439,0.073170731707317,0.073170731707317
0,3,5,0,11,0,0,0,0,0,1,7,3,1,3,0,173,3,0,115,0,1.0,0.1666666666666666,0.0925925925925925,0.1481481481481481,0.0185185185185185,0.0555555555555555,0.2592592592592592,0.1111111111111111,0.0185185185185185,0.0555555555555555,0.074074074074074
0,3,3,0,10,0,0,1,0,0,1,8,4,0,3,0,52,4,0,4,0,1.0,0.1111111111111111,0.0555555555555555,0.1666666666666666,0.0,0.2777777777777778,0.0555555555555555,0.0555555555555555,0.0,0.1111111111111111,0.1666666666666666
0,1,2,0,3,0,0,0,0,0,0,2,0,0,1,0,11,4,0,10,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,10,3,1,14,0,0,2,1,0,2,10,6,3,3,0,23,4,0,7,1,1.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666
0,5,5,0,13,0,0,0,0,0,3,8,6,1,5,0,49,4,0,6,0,1.0,0.1666666666666666,0.0,0.5,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666
0,3,5,0,11,0,0,0,0,0,0,6,3,1,4,0,201,3,0,84,0,1.0,0.09375,0.0625,0.125,0.125,0.15625,0.1875,0.03125,0.03125,0.09375,0.09375
0,1,1,0,3,0,0,0,0,0,0,1,2,0,1,0,14,4,0,14,0,1.0,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.0,0.0
0,1,1,0,4,0,0,0,0,0,0,2,2,0,1,0,6,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2,3,0,7,0,0,0,0,0,1,4,4,0,2,0,26,3,0,13,0,0.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125
0,0,0,0,3,0,0,2,0,0,1,3,2,0,1,0,5,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,0,4,0,0,0,0,0,0,4,1,0,2,0,6,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
0,1,1,0,4,0,0,0,0,0,1,3,3,0,2,0,10,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,7,0,9,0,0,1,0,0,1,7,3,0,2,0,281,3,0,144,0,0.0,0.0833333333333333,0.1458333333333333,0.1041666666666666,0.1041666666666666,0.1458333333333333,0.1041666666666666,0.0625,0.0416666666666666,0.1041666666666666,0.1041666666666666
0,1,1,0,4,0,0,0,0,0,0,2,2,0,1,0,6,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,2,3,0,7,0,0,0,0,0,1,4,4,0,2,0,26,3,0,13,0,0.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125
0,0,0,0,3,0,0,2,0,0,1,3,2,0,1,0,5,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,0,4,0,0,0,0,0,0,4,1,0,2,0,6,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
0,1,1,0,4,0,0,0,0,0,1,3,3,0,2,0,10,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,7,0,9,0,0,1,0,0,1,7,3,0,2,0,281,3,0,144,0,0.0,0.0833333333333333,0.1458333333333333,0.1041666666666666,0.1041666666666666,0.1458333333333333,0.1041666666666666,0.0625,0.0416666666666666,0.1041666666666666,0.1041666666666666
0,2,1,2,3,0,0,0,0,0,0,2,1,0,0,0,9,2,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,6,0,8,0,0,0,0,0,1,4,2,0,2,0,46,3,0,5,-1,0.0,0.0,0.0,0.125,0.0,0.375,0.125,0.0,0.125,0.125,0.125
0,2,1,2,6,0,0,0,0,0,0,4,1,0,2,0,30,3,0,4,0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
0,5,4,0,15,0,0,4,0,0,4,11,9,0,2,0,25,3,0,36,0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2
0,2,1,2,3,0,0,0,0,0,0,2,1,0,0,0,9,2,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,6,0,8,0,0,0,0,0,1,4,2,0,2,0,46,3,0,5,-1,0.0,0.0,0.0,0.125,0.0,0.375,0.125,0.0,0.125,0.125,0.125
0,2,1,2,6,0,0,0,0,0,0,4,1,0,2,0,30,3,0,4,0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
0,5,4,0,15,0,0,4,0,0,4,11,9,0,2,0,25,3,0,36,0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,11,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,3,0,1,0,0,0,0,2,1,2,2,0,8,4,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,0,4,0,0,0,0,0,3,3,1,0,1,0,5,3,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,7,0,0,2,0,0,0,4,4,2,2,0,13,3,0,13,0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
0,1,1,0,4,0,0,0,0,0,0,3,2,0,2,0,8,3,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,3,4,0,5,0,0,0,0,0,2,5,2,0,1,0,50,4,0,5,3,1.0,0.0,0.0,0.1,0.1,0.6,0.0,0.0,0.0,0.1,0.1
0,4,3,0,7,0,0,1,0,0,1,5,4,0,2,0,42,3,0,4,0,1.0,0.1428571428571428,0.1428571428571428,0.0714285714285714,0.0,0.1428571428571428,0.1428571428571428,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.0714285714285714
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,11,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,3,0,1,0,0,0,0,2,1,2,2,0,8,4,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,2,0,4,0,0,0,0,0,3,3,1,0,1,0,5,3,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,7,0,0,2,0,0,0,4,4,2,2,0,13,3,0,13,0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
0,1,1,0,4,0,0,0,0,0,0,3,2,0,2,0,8,3,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,3,4,0,5,0,0,0,0,0,2,5,2,0,1,0,50,4,0,5,3,1.0,0.0,0.0,0.1,0.1,0.6,0.0,0.0,0.0,0.1,0.1
0,4,3,0,7,0,0,1,0,0,1,5,4,0,2,0,42,3,0,4,0,1.0,0.1428571428571428,0.1428571428571428,0.0714285714285714,0.0,0.1428571428571428,0.1428571428571428,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.0714285714285714
0,0,1,0,5,0,0,0,0,0,0,3,2,0,1,0,35,3,0,5,-1,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.2
0,3,3,1,5,0,0,0,0,0,0,3,1,0,0,0,13,2,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,2,0,3,0,0,0,0,0,2,3,1,1,2,0,10,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,5,0,0,0,0,0,0,2,1,1,1,0,17,3,0,8,0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,8,3,0,8,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,4,0,0,0,0,0,1,3,0,1,2,1,5,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0,1,0,5,0,0,0,0,0,0,3,2,0,1,0,35,3,0,5,-1,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.2
0,3,3,1,5,0,0,0,0,0,0,3,1,0,0,0,13,2,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,2,0,3,0,0,0,0,0,2,3,1,1,2,0,10,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,5,0,0,0,0,0,0,2,1,1,1,0,17,3,0,8,0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,8,3,0,8,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,4,0,0,0,0,0,1,3,0,1,2,1,5,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,0,4,0,0,0,0,0,0,1,0,0,1,0,5,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,4,0,8,0,0,0,0,0,1,4,1,0,2,0,23,3,0,7,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
0,1,3,0,6,0,0,0,0,0,0,4,3,1,2,0,157,4,0,108,-1,0.0,0.1891891891891892,0.054054054054054,0.1351351351351351,0.081081081081081,0.1081081081081081,0.2162162162162162,0.081081081081081,0.027027027027027,0.027027027027027,0.081081081081081
0,4,1,0,6,0,1,0,0,0,0,2,1,0,0,0,8,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,2,0,3,0,0,1,0,0,1,3,1,0,0,0,6,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1,0,4,0,0,0,0,0,0,1,0,0,1,0,5,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
